#YY	XX	wav	flux		flux_err	fwhm		vel
174 	144	0.0	0.0		0.0		0.0		0.0
148	145	6559.30	0.41777928	963.80881	1600.0000	0.0000000
149	145	6559.80	0.29122584	1038.9210	1600.0000	0.0000000
150 	145	0.0	0.0		0.0		0.0		0.0
151 	145	0.0	0.0		0.0		0.0		0.0
152	145	6559.80	0.47319645	877.18210	1600.0000	0.0000000
153	145	6560.00	0.37675408	1070.3383	1600.0000	0.0000000
154 	145	0.0	0.0		0.0		0.0		0.0
155 	145	0.0	0.0		0.0		0.0		0.0
156 	145	0.0	0.0		0.0		0.0		0.0
157 	145	0.0	0.0		0.0		0.0		0.0
158 	145	0.0	0.0		0.0		0.0		0.0
159 	145	0.0	0.0		0.0		0.0		0.0
160 	145	0.0	0.0		0.0		0.0		0.0
161 	145	0.0	0.0		0.0		0.0		0.0
162 	145	0.0	0.0		0.0		0.0		0.0
163 	145	0.0	0.0		0.0		0.0		0.0
164 	145	0.0	0.0		0.0		0.0		0.0
165 	145	0.0	0.0		0.0		0.0		0.0
166 	145	0.0	0.0		0.0		0.0		0.0
167 	145	0.0	0.0		0.0		0.0		0.0
168 	145	0.0	0.0		0.0		0.0		0.0
169 	145	0.0	0.0		0.0		0.0		0.0
170 	145	0.0	0.0		0.0		0.0		0.0
171 	145	0.0	0.0		0.0		0.0		0.0
172 	145	0.0	0.0		0.0		0.0		0.0
173 	145	0.0	0.0		0.0		0.0		0.0
174 	145	0.0	0.0		0.0		0.0		0.0
148 	146	0.0	0.0		0.0		0.0		0.0
149 	146	0.0	0.0		0.0		0.0		0.0
150 	146	0.0	0.0		0.0		0.0		0.0
151 	146	0.0	0.0		0.0		0.0		0.0
152 	146	0.0	0.0		0.0		0.0		0.0
153 	146	0.0	0.0		0.0		0.0		0.0
154 	146	0.0	0.0		0.0		0.0		0.0
155 	146	0.0	0.0		0.0		0.0		0.0
156 	146	0.0	0.0		0.0		0.0		0.0
157 	146	0.0	0.0		0.0		0.0		0.0
158 	146	0.0	0.0		0.0		0.0		0.0
159 	146	0.0	0.0		0.0		0.0		0.0
160 	146	0.0	0.0		0.0		0.0		0.0
161	146	6560.40	0.22086811	988.08480	1600.0000	0.0000000
162 	146	0.0	0.0		0.0		0.0		0.0
163 	146	0.0	0.0		0.0		0.0		0.0
164 	146	0.0	0.0		0.0		0.0		0.0
165 	146	0.0	0.0		0.0		0.0		0.0
166 	146	0.0	0.0		0.0		0.0		0.0
167 	146	0.0	0.0		0.0		0.0		0.0
168 	146	0.0	0.0		0.0		0.0		0.0
169 	146	0.0	0.0		0.0		0.0		0.0
170 	146	0.0	0.0		0.0		0.0		0.0
171 	146	0.0	0.0		0.0		0.0		0.0
172 	146	0.0	0.0		0.0		0.0		0.0
173	146	6562.20	0.34906259	1838.9016	1600.0000	0.0000000
174 	146	0.0	0.0		0.0		0.0		0.0
148 	147	0.0	0.0		0.0		0.0		0.0
149 	147	0.0	0.0		0.0		0.0		0.0
150 	147	0.0	0.0		0.0		0.0		0.0
151 	147	0.0	0.0		0.0		0.0		0.0
152 	147	0.0	0.0		0.0		0.0		0.0
153 	147	0.0	0.0		0.0		0.0		0.0
154 	147	0.0	0.0		0.0		0.0		0.0
155 	147	0.0	0.0		0.0		0.0		0.0
156 	147	0.0	0.0		0.0		0.0		0.0
157 	147	0.0	0.0		0.0		0.0		0.0
158 	147	0.0	0.0		0.0		0.0		0.0
159 	147	0.0	0.0		0.0		0.0		0.0
160 	147	0.0	0.0		0.0		0.0		0.0
161 	147	0.0	0.0		0.0		0.0		0.0
162 	147	0.0	0.0		0.0		0.0		0.0
163 	147	0.0	0.0		0.0		0.0		0.0
164 	147	0.0	0.0		0.0		0.0		0.0
165	147	6556.80	0.35713431	1064.6025	1600.0000	0.0000000
166 	147	0.0	0.0		0.0		0.0		0.0
167 	147	0.0	0.0		0.0		0.0		0.0
168 	147	0.0	0.0		0.0		0.0		0.0
169 	147	0.0	0.0		0.0		0.0		0.0
170 	147	0.0	0.0		0.0		0.0		0.0
171 	147	0.0	0.0		0.0		0.0		0.0
172 	147	0.0	0.0		0.0		0.0		0.0
173 	147	0.0	0.0		0.0		0.0		0.0
174	147	6562.20	0.31974084	1739.4248	1600.0000	0.0000000
148 	148	0.0	0.0		0.0		0.0		0.0
149 	148	0.0	0.0		0.0		0.0		0.0
150 	148	0.0	0.0		0.0		0.0		0.0
151 	148	0.0	0.0		0.0		0.0		0.0
152 	148	0.0	0.0		0.0		0.0		0.0
153 	148	0.0	0.0		0.0		0.0		0.0
154 	148	0.0	0.0		0.0		0.0		0.0
155 	148	0.0	0.0		0.0		0.0		0.0
156 	148	0.0	0.0		0.0		0.0		0.0
157 	148	0.0	0.0		0.0		0.0		0.0
158 	148	0.0	0.0		0.0		0.0		0.0
159 	148	0.0	0.0		0.0		0.0		0.0
160 	148	0.0	0.0		0.0		0.0		0.0
161 	148	0.0	0.0		0.0		0.0		0.0
162 	148	0.0	0.0		0.0		0.0		0.0
163 	148	0.0	0.0		0.0		0.0		0.0
164 	148	0.0	0.0		0.0		0.0		0.0
165 	148	0.0	0.0		0.0		0.0		0.0
166 	148	0.0	0.0		0.0		0.0		0.0
167 	148	0.0	0.0		0.0		0.0		0.0
168 	148	0.0	0.0		0.0		0.0		0.0
169 	148	0.0	0.0		0.0		0.0		0.0
170 	148	0.0	0.0		0.0		0.0		0.0
171 	148	0.0	0.0		0.0		0.0		0.0
172 	148	0.0	0.0		0.0		0.0		0.0


